accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023211297013,1,1,Pedestrian,Female,86,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01014363,<= 5km,Very serious,390941,343486,-2.136396,52.988632,0101000020E61000004FF37290561701C0534501718B7E4A40,21,Serious,1,2,2023-04-15T12:06:00Z,-1,E06000021,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01014302,Very serious,E06000021,9,No tow,Reversing,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Back,No,Other,Male,35,26 - 35,1461,Heavy oil,6,Urban area,E01014223,FALSE,<= 5km,NA,NA,MERCEDES A CLASS
2023061310504,1,1,Pedestrian,Male,21,21 - 25,Slight,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,NA,0,NA,-1,NA,Slight,385527,395783,-2.219437,53.458597,0101000020E6100000A43AA05268C101C0FD970542B3BA4A40,6,Slight,1,1,2023-05-03T15:10:00Z,-1,E08000003,A,34,Single carriageway,30,Not a junction,NA,NA,-1,Control by other authorised person,Central Refuge,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01005284,Slight,E08000003,9,NA,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Did not impact,No,Not known,Not known,43,36 - 45,1797,Hybrid electric,4,Urban area,E01005104,FALSE,>5 and <= 10km,NA,NA,TOYOTA PRIUS
2023501310206,1,2,Pedestrian,Female,3,0 - 5,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01015184,<= 5km,Slight,288937,56062,-3.563855,50.393919,0101000020E6100000CD40E988C6820CC0134C7FDE6B324940,50,Slight,3,2,2023-05-22T15:20:00Z,-1,E06000027,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01015201,Slight,E06000027,9,No tow,Parked,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Bridge roof,Nearside and rebounded,Wall or fence,Offside,No,Not known,Male,45,36 - 45,1995,Heavy oil,13,Urban area,E01015222,FALSE,<= 5km,NA,NA,BMW 1 SERIES
2023501310206,1,1,Pedestrian,Female,25,21 - 25,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01015184,<= 5km,Slight,288937,56062,-3.563855,50.393919,0101000020E6100000CD40E988C6820CC0134C7FDE6B324940,50,Slight,3,2,2023-05-22T15:20:00Z,-1,E06000027,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01015201,Slight,E06000027,9,No tow,Parked,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Bridge roof,Nearside and rebounded,Wall or fence,Offside,No,Not known,Male,45,36 - 45,1995,Heavy oil,13,Urban area,E01015222,FALSE,<= 5km,NA,NA,BMW 1 SERIES
2023221276812,1,1,Pedestrian,Female,70,66 - 75,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Fatal,381912,251056,-2.265817,52.157482,0101000020E6100000401D8A9F642002C0F2D6A64F28144A40,22,Fatal,1,1,2023-02-15T18:44:00Z,-1,E10000034,A,449,Dual carriageway,50,Not a junction,NA,NA,-1,None,None,Darkness - lights unlit,Fine no high winds,Wet or damp,None,None,Rural,Yes,E01032207,Fatal,E07000235,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Female,41,36 - 45,2998,Hybrid electric,2,Urban area,E01032286,FALSE,<= 5km,0101000020E610000001B0559BA01E02C02FBE06D929144A40,0101000020E61000002BFBAF2FA02302C0BEB7060427144A40,BMW X5
2023010469981,1,1,Pedestrian,Male,13,11 - 15,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01002136,<= 5km,NA,514214,187229,-0.353347,51.572372,0101000020E6100000E12C5E913E9DD6BF1C95786E43C94940,1,Serious,1,1,2023-10-04T16:45:00Z,-1,E09000015,C,NA,Single carriageway,30,Roundabout,Give way or uncontrolled,B,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01002136,NA,E09000015,9,No tow,Waiting to go - held up,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Nearside,No,Taking pupil to from school,Male,49,46 - 55,1197,Petrol,8,Urban area,E01002138,FALSE,<= 5km,NA,NA,AUDI A3
2023421317645,1,1,Pedestrian,Male,60,56 - 65,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01033723,<= 5km,Slight,598043,222210,0.874843,51.863313,0101000020E6100000333C0B23B6FEEB3FE51FE8FD80EE4940,42,Slight,1,1,2023-06-12T12:20:00Z,-1,E10000012,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01021714,Slight,E07000071,9,No tow,Turning left,Footway (pavement),Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Female,41,36 - 45,1497,Hybrid electric,2,Urban area,E01021721,FALSE,<= 5km,0101000020E610000030D07D07F6FDEB3F909525B57EEE4940,0101000020E61000007FC9C2F908FCEB3F85B53DCA84EE4940,MERCEDES C CLASS
2023411391090,1,1,Pedestrian,Female,25,21 - 25,Serious,"In carriageway, not crossing","In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023311,<= 5km,Less Serious,535676,204128,-0.037294,51.719475,0101000020E610000094510CFA3218A3BF977C16B217DC4940,41,Serious,1,1,2023-12-16T16:02:00Z,-1,E10000015,B,156,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01023305,Less Serious,E07000095,9,No tow,Moving off,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,Offside,Wall or fence,Front,No,Not known,Male,23,21 - 25,1598,Heavy oil,5,Urban area,E01023331,FALSE,>5 and <= 10km,NA,NA,VOLKSWAGEN GOLF
2023201318798,1,1,Pedestrian,Female,53,46 - 55,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01033641,<= 5km,Less Serious,408808,284627,-1.871798,52.459523,0101000020E6100000A892248CE2F2FDBFE295189CD13A4A40,20,Serious,1,1,2023-05-30T20:48:00Z,-1,E08000025,A,41,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01009371,Less Serious,E08000025,9,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Offside,No,Not known,Male,41,36 - 45,1364,Petrol,14,Urban area,E01009382,FALSE,<= 5km,NA,NA,VAUXHALL CORSA
2023201377424,1,1,Pedestrian,Male,14,11 - 15,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01009631,<= 5km,Less Serious,433594,281208,-1.507368,52.427831,0101000020E6100000F8803ABF2D1EF8BFDA3ECB1AC3364A40,20,Serious,1,1,2023-09-29T14:00:00Z,-1,E08000026,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01009566,Less Serious,E08000026,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,-1,NA,1364,Petrol,16,NA,-1,FALSE,NA,NA,NA,VAUXHALL CORSA
2023610038023,1,1,Pedestrian,Male,28,26 - 35,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,W01001102,>20 and <=100km,NA,314795,188232,-3.231222,51.586478,0101000020E6100000F963ACDB8AD909C06CA560AB11CB4940,61,Fatal,1,1,2023-07-19T01:00:00Z,-1,W06000018,A,469,Single carriageway,60,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Fine no high winds,Dry,None,None,Urban,Yes,W01001393,NA,W06000018,8,No tow,Going ahead left-hand bend,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Journey as part of work,Male,35,26 - 35,NA,NA,NA,Urban area,W01001418,FALSE,>5 and <= 10km,NA,NA,-1
2023440137109,1,1,Pedestrian,Male,35,26 - 35,Slight,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01022699,<= 5km,NA,451168,113043,-1.273519,50.914593000000004,0101000020E610000093430FBF5560F4BF21B2625011754940,44,Slight,1,1,2023-04-07T10:00:00Z,-1,E10000014,A,334,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01022653,NA,E07000086,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Not known,Male,66,66 - 75,1496,Petrol,2,Small town,E01023221,FALSE,>5 and <= 10km,NA,NA,MAZDA 2
2023991270884,1,1,Pedestrian,Male,75,66 - 75,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,-1,<= 5km,Fatal,271598,656520,-4.049097,55.784887,0101000020E61000005A754D6B463210C0F5C5C01D77E44B40,99,Fatal,1,1,2023-02-01T08:50:00Z,-1,S12000029,B,7071,Dual carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,-1,Fatal,S12000029,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Taking pupil to from school,Female,36,36 - 45,1999,Heavy oil,7,Urban area,-1,FALSE,<= 5km,0101000020E6100000BB71EE33113210C031FE69DD6FE44B40,0101000020E61000005FF52E837B3210C09401C4127EE44B40,LAND ROVER DISCOVERY
2023401283759,1,1,Pedestrian,Male,79,Over 75,Fatal,Unknown or other,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01017580,>5 and <= 10km,Fatal,507548,221902,-0.438796,51.885315,0101000020E6100000C7E443F03915DCBFEC66E5F551F14940,40,Fatal,1,1,2023-03-06T12:05:00Z,-1,E06000032,U,NA,Dual carriageway,40,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01015726,Fatal,E06000032,11,No tow,NA,Bus lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,52,46 - 55,7300,Heavy oil,11,Urban area,E01017618,FALSE,>5 and <= 10km,NA,NA,VOLVO MODEL MISSING
2023010469378,1,1,Pedestrian,Female,38,36 - 45,Slight,"In carriageway, not crossing","In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003158,<= 5km,NA,529321,173145,-0.140638,51.442544,0101000020E61000009A40D7B06C00C2BFBEF52739A5B84940,1,Slight,1,1,2023-10-01T13:58:00Z,-1,E09000022,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,NA,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01003158,NA,E09000022,98,No tow,NA,NA,Not at or within 20 metres of junction,NA,NA,Offside and rebounded,NA,NA,NA,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023411272042,1,1,Pedestrian,Male,14,11 - 15,Fatal,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023354,<= 5km,Fatal,505400,205685,-0.474921,51.73997,0101000020E6100000214178721965DEBFB7EF914AB7DE4940,41,Fatal,1,1,2023-02-02T18:04:00Z,-1,E10000015,A,414,Dual carriageway,40,Crossroads,Auto traffic signal,A(M),4251,None,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01023354,Fatal,E07000096,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Other,Female,23,21 - 25,999,Petrol,3,Urban area,E01023380,FALSE,<= 5km,NA,NA,SEAT LEON
2023061337795,1,1,Pedestrian,Female,81,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01005791,<= 5km,Less Serious,387785,385562,-2.185031,53.366783,0101000020E6100000653A3DA8F17A01C05C091AB5F2AE4A40,6,Serious,1,1,2023-08-03T09:39:00Z,-1,E08000007,U,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,A,5095,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01005792,Less Serious,E08000007,9,No tow,Turning right,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,87,Over 75,1197,Petrol,5,Urban area,E01005791,FALSE,<= 5km,NA,NA,FORD KA+
2023361316287,1,1,Pedestrian,Male,12,11 - 15,Slight,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,E01026450,<= 5km,Slight,604401,295052,1.01094,52.51501,0101000020E61000007B155ABACF2CF03F28B333C9EB414A40,36,Slight,1,1,2023-03-17T15:45:00Z,-1,E10000020,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,E01026449,Slight,E07000143,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Offside,No,Commuting to from work,Female,54,46 - 55,1995,Heavy oil,12,Small town,E01026447,FALSE,<= 5km,NA,NA,NISSAN QASHQAI
2023010439292,1,1,Pedestrian,Female,35,26 - 35,Slight,On pedestrian crossing facility,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003357,<= 5km,NA,527764,168934,-0.164545,51.405053,0101000020E6100000ABDC08BFD30FC5BFA30745B7D8B34940,1,Slight,1,1,2023-04-05T16:03:00Z,-1,E09000024,C,NA,Single carriageway,30,T or staggered junction,Auto traffic signal,A(M),217,NA,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01003379,NA,E09000024,9,No tow,Reversing,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Back,NA,Not known,Female,50,46 - 55,1560,Heavy oil,12,Urban area,E01004521,FALSE,<= 5km,NA,NA,CITROEN DS3
2023201365922,2,1,Pedestrian,Male,25,21 - 25,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01010101,<= 5km,Less Serious,402312,290273,-1.967364,52.510345,0101000020E61000009928E9DE527AFFBF158010F252414A40,20,Serious,4,1,2023-09-08T08:50:00Z,-1,E08000028,A,41,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01010052,Less Serious,E08000028,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,Bridge roof,NA,None,Front,No,Commuting to from work,Male,25,21 - 25,1598,Heavy oil,8,Urban area,E01010046,FALSE,<= 5km,NA,NA,SEAT LEON
2023501340298,1,1,Pedestrian,Female,20,16 - 20,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01018771,<= 5km,Slight,225142,64442,-4.464549,50.45369,0101000020E61000006837C7A7B2DB11C05A5E0B77123A4940,50,Slight,1,1,2023-07-10T12:30:00Z,-1,E06000052,U,NA,Single carriageway,30,Other junction,Give way or uncontrolled,C,NA,None,None,Daylight,Raining no high winds,Wet or damp,None,None,Rural,No - accident was reported on self completed form,E01018771,Slight,E06000052,9,No tow,Turning right,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Offside,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023471362817,1,1,Pedestrian,Male,70,66 - 75,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01021000,<= 5km,Slight,584391,111578,0.619453,50.874286,0101000020E6100000864169DC8FD2E33F87C6AE89E86F4940,47,Slight,1,1,2023-10-07T15:15:00Z,-1,E10000011,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Unknown,Dry,None,None,Urban,No - accident was reported on self completed form,E01021004,Slight,E07000062,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Nearside,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,0101000020E6100000476730725AD5E33FDABC7F49E86F4940,0101000020E61000006937ED8A3FD0E33F85663AA1E96F4940,-1
2023610012523,2,2,Pedestrian,Female,12,11 - 15,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,W01001421,<= 5km,NA,315576,186552,-3.219548,51.571494,0101000020E610000076651B1BA2C109C0B65CD5A926C94940,61,Serious,3,2,2023-03-31T14:44:00Z,-1,W06000018,U,NA,Single carriageway,30,Other junction,Give way or uncontrolled,A,4263,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,W01001424,NA,W06000018,19,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,Did not leave carriageway,Wall or fence,Offside,No,Not known,Female,51,46 - 55,1499,Heavy oil,2,Small town,W01001368,FALSE,<= 5km,NA,NA,VAUXHALL VIVARO
2023610012523,2,1,Pedestrian,Male,13,11 - 15,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,W01001422,<= 5km,NA,315576,186552,-3.219548,51.571494,0101000020E610000076651B1BA2C109C0B65CD5A926C94940,61,Serious,3,2,2023-03-31T14:44:00Z,-1,W06000018,U,NA,Single carriageway,30,Other junction,Give way or uncontrolled,A,4263,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,W01001424,NA,W06000018,19,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,Did not leave carriageway,Wall or fence,Offside,No,Not known,Female,51,46 - 55,1499,Heavy oil,2,Small town,W01001368,FALSE,<= 5km,NA,NA,VAUXHALL VIVARO
2023052300317,1,1,Pedestrian,Female,48,46 - 55,Slight,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01007022,<= 5km,NA,331933,400466,-3.027518,53.496473,0101000020E610000018B996315B3808C000507D638CBF4A40,5,Slight,1,1,2023-02-02T16:00:00Z,-1,E08000014,B,5193,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01007022,NA,E08000014,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
